_id,BNS_Section,IPC_Section,Chapter,Description
67c8bf40dcd2f83aa7d0f4ba,Sec. 111,New Provision,Chapter IV: Offences Against the Person,"This section punishes organized crime by groups committing serious offences for gain. It applies when syndicates run drug trafficking or extortion, providing tools to dismantle criminal networks and impose harsh penalties."
67c8bf40dcd2f83aa7d0f4bb,Sec. 112,New Provision,Chapter IV: Offences Against the Person,"This section targets petty organized crime, like small theft rings or fraud schemes. It applies when a group coordinates minor offences, such as pickpocketing teams, ensuring proportionate punishment for less severe but still organized efforts."
67c8bf40dcd2f83aa7d0f4bc,Sec. 113,New Provision,Chapter IV: Offences Against the Person,"This section punishes terrorist acts threatening India’s unity, security, or sovereignty. It applies to bombings or service disruptions intended to terrorize, like a train attack, ensuring severe penalties to combat terrorism."
67c8bf40dcd2f83aa7d0f4bd,Sec. 114,S. 319,Chapter IV: Offences Against the Person,"This section defines hurt as bodily pain, disease, or infirmity caused to another. It applies when someone punches another causing pain, forming the basis for prosecuting physical harm that doesn’t rise to grievous levels."
67c8bf40dcd2f83aa7d0f4be,Sec. 115,S. 323,Chapter IV: Offences Against the Person,"This section punishes voluntarily causing hurt, like a slap in an argument. It applies when someone intentionally inflicts minor pain without weapons, ensuring accountability for common physical altercations."
67c8bf40dcd2f83aa7d0f4bf,Sec. 116,S. 325,Chapter IV: Offences Against the Person,"This section punishes voluntarily causing grievous hurt, like breaking a bone. It applies when someone deliberately inflicts serious injury without lethal intent, such as in a violent dispute, warranting harsher penalties."
67c8bf40dcd2f83aa7d0f4c0,Sec. 117 (1)-(4),S. 326,Chapter IV: Offences Against the Person,"This section punishes grievous hurt by dangerous weapons or means, with new disability provisions. It applies when someone uses a knife to maim, causing permanent damage like blindness, ensuring severe punishment for life-altering injuries."
67c8bf40dcd2f83aa7d0f4c1,Sec. 118,S. 324,Chapter IV: Offences Against the Person,"This section imposes a mandatory minimum for hurt by dangerous weapons, like a stabbing. It applies when someone uses a blade in a fight, ensuring consistent punishment for acts risking serious harm, even if not grievous."
67c8bf40dcd2f83aa7d0f4c2,Sec. 119,S. 327,Chapter IV: Offences Against the Person,"This section punishes causing hurt to extort property or force an illegal act. It applies when someone beats another to steal money, addressing violence used for coercion and ensuring penalties for combining assault with ulterior motives."
67c8bf40dcd2f83aa7d0f4c3,Sec. 120,S. 329,Chapter IV: Offences Against the Person,"This section punishes grievous hurt to extort property or compel an illegal act. It applies when someone fractures a bone to force a signature, targeting severe violence for gain and imposing strict punishment for coercive tactics."
67c8bf40dcd2f83aa7d0f4c4,Sec. 121,S. 332 - 333,Chapter IV: Offences Against the Person,"This section increases punishment for hurting or grievously hurting a public servant on duty. It applies when someone attacks a police officer during an arrest, ensuring enhanced penalties to protect officials enforcing the law."
67c8bf40dcd2f83aa7d0f4c5,Sec. 122,S. 334 - 335,Chapter IV: Offences Against the Person,"This section increases punishment for causing hurt or grievous hurt on provocation. It applies when someone lashes out after an insult, injuring another, balancing provocation as a factor while ensuring accountability for retaliation."
67c8bf40dcd2f83aa7d0f4c6,Sec. 123,S. 328,Chapter IV: Offences Against the Person,"This section punishes causing hurt by poison or harmful substances to commit an offence. It applies when someone spikes a drink to rob the victim, targeting covert harm for criminal gain with severe consequences."
67c8bf40dcd2f83aa7d0f4c7,Sec. 124,S. 330,Chapter IV: Offences Against the Person,"This section punishes causing hurt to extort a confession or restore property. It applies when a police officer beats a suspect for information, addressing abuse of power or coercion and ensuring accountability for violent interrogation tactics."
67c8bf40dcd2f83aa7d0f4c8,Sec. 125,S. 336 - 338,Chapter IV: Offences Against the Person,"This section increases punishment for acts endangering life or safety, like reckless driving. It applies when someone speeds and injures others, holding them liable for negligence that risks public well-being, with enhanced fines and terms."
67c8bf40dcd2f83aa7d0f4c9,Sec. 126,S. 339 - 341,Chapter IV: Offences Against the Person,"This section punishes wrongful restraint, preventing someone’s free movement. It applies when a person blocks another’s path, like locking them in a room briefly, ensuring penalties for minor but intentional restrictions on liberty."
67c8bf40dcd2f83aa7d0f4ca,Sec. 127 (1)-(6),S. 340 - 346,Chapter IV: Offences Against the Person,"This section increases punishment for wrongful confinement, restricting liberty for days. It applies when someone locks another in a house for ransom, addressing prolonged detention with harsher penalties based on duration and intent."
67c8bf40dcd2f83aa7d0f4cb,Sec. 128,S. 347,Chapter IV: Offences Against the Person,"This section punishes wrongful confinement to extort property or force an illegal act. It applies when someone detains another to demand payment, targeting prolonged coercion and ensuring punishment for combining captivity with criminal motives."
67c8bf40dcd2f83aa7d0f4cc,Sec. 129,S. 348,Chapter IV: Offences Against the Person,"This section punishes wrongful confinement to extort a confession or restore property. It applies when someone holds another to force an admission, like a creditor detaining a debtor, addressing coercive confinement with legal consequences."
67c8bf40dcd2f83aa7d0f4cd,Sec. 130,S. 349,Chapter IV: Offences Against the Person,"This section defines criminal force as intentional use of force without consent. It applies when someone pushes another to intimidate, forming the basis for prosecuting physical acts that violate autonomy without causing hurt."
67c8bf40dcd2f83aa7d0f4ce,Sec. 131,S. 350 - 352,Chapter IV: Offences Against the Person,"This section punishes assault or criminal force without grave provocation. It applies when someone shoves another in a dispute, ensuring liability for minor physical aggression that intimidates or annoys without serious injury."
67c8bf40dcd2f83aa7d0f4cf,Sec. 132,S. 353,Chapter IV: Offences Against the Person,"This section punishes assault or force to deter a public servant from duty. It applies when someone pushes a traffic cop to avoid a fine, protecting officials and ensuring penalties for obstructing lawful public functions."
67c8bf40dcd2f83aa7d0f4d0,Sec. 133,S. 354 (part),Chapter V: Offences Against Women and Children,"This section, moved to Chapter V, addresses assault or force against a woman. It applies when someone attacks a woman to harass, ensuring gender-specific protection under the BNS’s restructured framework for women-related offences."
67c8bf40dcd2f83aa7d0f4d1,Sec. 134,S. 355,Chapter IV: Offences Against the Person,"This section punishes assault or force to dishonor a person. It applies when someone slaps another publicly to humiliate, addressing acts intended to degrade rather than injure, with penalties for damaging personal dignity."
67c8bf40dcd2f83aa7d0f4d2,Sec. 135,S. 357,Chapter IV: Offences Against the Person,"This section punishes assault or force to wrongfully confine someone. It applies when someone grabs another to trap them, like preventing escape, ensuring accountability for physical acts aiding illegal detention attempts."
67c8bf40dcd2f83aa7d0f4d3,Sec. 136,S. 358,Chapter IV: Offences Against the Person,"This section punishes assault or force on grave provocation. It applies when someone strikes back after a severe insult, acknowledging provocation but still holding them liable for reacting physically, with moderated punishment."
67c8bf40dcd2f83aa7d0f4d4,Sec. 137,S. 359 - 363,Chapter IV: Offences Against the Person,"This section defines kidnapping as taking a person unlawfully, including minors or adults by deceit. It applies when someone lures a child away or abducts an adult, forming the basis for prosecuting various abduction scenarios."
67c8bf40dcd2f83aa7d0f4d5,Sec. 138,S. 364,Chapter IV: Offences Against the Person,"This section punishes kidnapping or abducting with intent to murder. It applies when someone abducts another to kill them, like a ransom plan gone wrong, ensuring severe penalties for combining abduction with homicidal intent."
67c8bf40dcd2f83aa7d0f4d6,Sec. 139 (1)-(2),S. 364A,Chapter IV: Offences Against the Person,"This section imposes a mandatory minimum for kidnapping or maiming a child for begging. It applies when someone abducts a minor to exploit them as a beggar, targeting child trafficking with harsh punishment to protect youth."
67c8bf40dcd2f83aa7d0f4d7,Sec. 140,S. 365,Chapter IV: Offences Against the Person,"This section punishes kidnapping or abducting to secretly confine someone. It applies when someone abducts another to lock them away, like in a hidden room, addressing covert detention with penalties for restricting liberty."
67c8bf40dcd2f83aa7d0f4d8,Sec. 141,S. 367,Chapter IV: Offences Against the Person,"This section (gender-neutral) punishes kidnapping or abducting to cause grievous hurt or slavery. It applies when someone abducts another for torture or forced labor, ensuring punishment for severe exploitation."
67c8bf40dcd2f83aa7d0f4d9,Sec. 142,S. 368,Chapter IV: Offences Against the Person,"This section punishes concealing or confining a kidnapped or abducted person. It applies when someone hides a victim after abduction, like in a trafficking ring, holding them liable for aiding the primary crime."
67c8bf40dcd2f83aa7d0f4da,Sec. 143,S. 370,Chapter IV: Offences Against the Person,"This section punishes trafficking of persons for exploitation like slavery or prostitution. It applies when someone sells another into forced labor, targeting human trafficking networks and ensuring severe penalties."
67c8bf40dcd2f83aa7d0f4db,Sec. 144,S. 370A,Chapter IV: Offences Against the Person,"This section increases punishment for exploiting a trafficked person. It applies when someone forces a trafficked victim into prostitution, like a brothel owner, ensuring harsher penalties for profiting from or abusing victims."
67c8bf40dcd2f83aa7d0f4dc,Sec. 145,S. 371,Chapter IV: Offences Against the Person,"This section punishes habitual dealing in slaves. It applies when someone repeatedly buys or sells people into slavery, like a trafficker, targeting chronic offenders and ensuring severe punishment to dismantle exploitation."
67c8bf40dcd2f83aa7d0f4dd,Sec. 146,S. 374,Chapter IV: Offences Against the Person,"This section punishes unlawful compulsory labor. It applies when someone forces another to work without pay, like bonded labor, addressing exploitation and ensuring penalties for violating labor rights and freedom."
67c8bf40dcd2f83aa7d0f4de,Sec. 147,S. 121,Chapter V: Offences Against the State,"This section punishes waging or attempting to wage war against India. It applies when someone attacks government forces, like an armed rebellion, ensuring the harshest penalties for treasonous acts threatening sovereignty."
67c8bf40dcd2f83aa7d0f4df,Sec. 148,S. 121A,Chapter V: Offences Against the State,"This section punishes conspiring to commit offences under Sec. 147. It applies when someone plans an uprising against India, like plotting a coup, holding them liable for intent to wage war, even if not executed."
67c8bf40dcd2f83aa7d0f4e0,Sec. 149,S. 122,Chapter V: Offences Against the State,"This section punishes collecting arms to wage war against India. It applies when someone amasses weapons for rebellion, like a militia, targeting preparatory acts of treason and ensuring punishment for threatening stability."
67c8bf40dcd2f83aa7d0f4e1,Sec. 150,S. 123,Chapter V: Offences Against the State,"This section punishes concealing plans to wage war against India. It applies when someone hides a rebel group’s intentions, like a spy, holding them liable for aiding treason by preventing authorities from stopping the threat."
67c8bfe2dcd2f83aa7d0f4e2,Sec. 151,S. 124,Chapter V: Offences Against the State,"This section punishes assaulting high officials like the President to restrain their lawful power. It applies when someone attacks a Governor to influence policy, ensuring severe penalties for undermining constitutional authority through violence."
67c8bfe2dcd2f83aa7d0f4e3,Sec. 152,New Provision,Chapter V: Offences Against the State,"This section punishes acts endangering India’s sovereignty, unity, or integrity. It applies to sabotage or secessionist acts, like funding separatists, targeting broad threats to national cohesion with severe consequences for subversive activities."
67c8bfe2dcd2f83aa7d0f4e4,Sec. 153,S. 125,Chapter V: Offences Against the State,"This section punishes waging war against an allied government. It applies when someone attacks a friendly nation’s forces, like during joint operations, ensuring accountability for violating India’s international alliances and diplomatic relations."
67c8bfe2dcd2f83aa7d0f4e5,Sec. 154,S. 126,Chapter V: Offences Against the State,"This section punishes depredation on territories allied with India. It applies when someone raids a friendly state’s land, like cross-border looting, protecting allied regions and ensuring penalties for undermining diplomatic ties through aggression."
67c8bfe2dcd2f83aa7d0f4e6,Sec. 155,S. 127,Chapter V: Offences Against the State,"This section punishes receiving property taken by war or depredation against allies. It applies when someone buys loot from an attack on a friendly nation, holding them liable for profiting from acts harming India’s alliances."
67c8bfe2dcd2f83aa7d0f4e7,Sec. 156,S. 128,Chapter V: Offences Against the State,"This section punishes a public servant allowing a state or war prisoner to escape voluntarily. It applies when a guard frees a rebel captive, ensuring accountability for betraying duty and endangering security through intentional neglect."
67c8bfe2dcd2f83aa7d0f4e8,Sec. 157,S. 129,Chapter V: Offences Against the State,"This section punishes a public servant negligently letting a state or war prisoner escape. It applies when a jailor carelessly allows a terrorist to flee, holding them liable for failing their duty through oversight, risking public safety."
67c8bfe2dcd2f83aa7d0f4e9,Sec. 158,S. 130,Chapter V: Offences Against the State,"This section punishes aiding the escape or harboring a state or war prisoner. It applies when someone hides an escaped rebel, like a sympathizer, ensuring penalties for assisting enemies of the state and thwarting recapture efforts."
67c8bfe2dcd2f83aa7d0f4ea,Sec. 159,S. 131,Chapter V: Offences Against the State,"This section punishes abetting mutiny or seducing military personnel from duty. It applies when someone incites soldiers to revolt, like distributing propaganda, targeting threats to military discipline and national defense with severe consequences."
67c8bfe2dcd2f83aa7d0f4eb,Sec. 160,S. 132,Chapter V: Offences Against the State,"This section punishes abetment of mutiny if it occurs. It applies when someone’s encouragement leads soldiers to rebel, like a successful coup attempt, ensuring harsher penalties for effective subversion of military loyalty and order."
67c8bfe2dcd2f83aa7d0f4ec,Sec. 161,S. 133,Chapter V: Offences Against the State,"This section punishes abetting an assault by a soldier on a superior officer. It applies when someone urges a troop to attack their commander, like during a dispute, ensuring accountability for undermining military hierarchy and discipline."
67c8bfe2dcd2f83aa7d0f4ed,Sec. 162,S. 134,Chapter V: Offences Against the State,"This section punishes abetment of such an assault if it happens. It applies when encouragement leads a soldier to strike an officer, like in a barracks fight, imposing stricter penalties for successful incitement against authority."
67c8bfe2dcd2f83aa7d0f4ee,Sec. 163,S. 135,Chapter V: Offences Against the State,"This section punishes abetting desertion by military personnel. It applies when someone helps a soldier flee their post, like providing a hideout, targeting acts that weaken armed forces and ensuring penalties for aiding abandonment."
67c8bfe2dcd2f83aa7d0f4ef,Sec. 164,S. 136,Chapter V: Offences Against the State,"This section punishes harboring a military deserter. It applies when someone shelters a runaway soldier, like hiding them from authorities, holding them liable for assisting evasion and undermining military accountability and readiness."
67c8bfe2dcd2f83aa7d0f4f0,Sec. 165,S. 137,Chapter V: Offences Against the State,"This section punishes a ship master negligently concealing a deserter on board. It applies when a captain overlooks a fugitive soldier, like during a voyage, ensuring penalties for failing to report and aiding military desertion."
67c8bfe2dcd2f83aa7d0f4f1,Sec. 166,S. 138,Chapter V: Offences Against the State,"This section increases punishment for abetting insubordination by military personnel. It applies when someone encourages a soldier to disobey orders, like a strike, targeting acts disrupting discipline with enhanced penalties for military stability."
67c8bfe2dcd2f83aa7d0f4f2,Sec. 167,S. 139,Chapter V: Offences Against the State,"This section clarifies that military personnel are subject to specific acts beyond the BNS. It applies when soldiers face court-martial, ensuring the BNS complements military law, maintaining jurisdiction clarity for armed forces members."
67c8bfe2dcd2f83aa7d0f4f3,Sec. 168,S. 140,Chapter V: Offences Against the State,"This section punishes wearing military garb or tokens to impersonate personnel. It applies when someone dons a uniform to deceive, like for fraud, ensuring penalties for exploiting military identity and protecting its integrity."
67c8bfe2dcd2f83aa7d0f4f4,Sec. 169,S. 171A - 171B,Chapter VI: Offences Against Public Tranquility,"This section punishes bribery in elections, like offering money for votes. It applies when a candidate buys support, ensuring fair electoral processes by penalizing corruption that undermines democratic choice and public trust."
67c8bfe2dcd2f83aa7d0f4f5,Sec. 170,S. 171C,Chapter VI: Offences Against Public Tranquility,"This section punishes undue influence at elections, like threats to voters. It applies when someone coerces people to vote a certain way, protecting free choice and ensuring penalties for manipulating electoral outcomes through intimidation."
67c8bfe2dcd2f83aa7d0f4f6,Sec. 171,S. 171D,Chapter VI: Offences Against Public Tranquility,"This section punishes personation at elections, like voting as someone else. It applies when an individual impersonates a voter, ensuring electoral integrity by penalizing fraud that distorts representation and undermines the democratic process."
67c8bfe2dcd2f83aa7d0f4f7,Sec. 172,S. 171E,Chapter VI: Offences Against Public Tranquility,"This section prescribes punishment for bribery in elections. It applies when someone pays for votes, like cash handouts, ensuring consistent penalties to deter corruption and maintain fairness in choosing leaders through democratic means."
67c8bfe2dcd2f83aa7d0f4f8,Sec. 173,S. 171F,Chapter VI: Offences Against Public Tranquility,"This section punishes undue influence or personation at elections. It applies when someone threatens voters or votes fraudulently, combining offences to ensure comprehensive penalties for tactics that skew electoral results and voter freedom."
67c8bfe2dcd2f83aa7d0f4f9,Sec. 174,S. 171G,Chapter VI: Offences Against Public Tranquility,"This section punishes false statements affecting an election. It applies when someone spreads lies about a candidate, like fake scandals, ensuring penalties for misinformation that misleads voters and disrupts fair electoral competition."
67c8bfe2dcd2f83aa7d0f4fa,Sec. 175,S. 171H,Chapter VI: Offences Against Public Tranquility,"This section punishes illegal payments related to elections. It applies when a campaign funds unapproved expenses, like secret ads, ensuring transparency and penalties for financial misconduct that distorts electoral fairness and accountability."
67c8bfe2dcd2f83aa7d0f4fb,Sec. 176,S. 171I,Chapter VI: Offences Against Public Tranquility,"This section punishes failure to keep election accounts. It applies when a candidate doesn’t report spending, like hiding donations, ensuring compliance with financial rules and penalties for evading transparency in electoral funding."
67c8bfe2dcd2f83aa7d0f4fc,Sec. 177,S. 171J,Chapter VI: Offences Against Public Tranquility,"This section consolidates other electoral offences. It applies to miscellaneous violations, like tampering with ballots, ensuring a catch-all provision to punish acts not covered elsewhere, maintaining the integrity of the voting process."
67c8bfe2dcd2f83aa7d0f4fd,Sec. 178,S. 230 - 231,Chapter VII: Offences Against Property,"This section punishes counterfeiting coins to deceive the public. It applies when someone makes fake coins for circulation, like in markets, ensuring penalties for undermining currency trust and economic stability through fraudulent money."
67c8bfe2dcd2f83aa7d0f4fe,Sec. 179,S. 232,Chapter VII: Offences Against Property,"This section punishes counterfeiting Indian coins specifically. It applies when someone forges national currency, like rupees, targeting acts that directly harm India’s monetary system and ensuring harsher penalties for national economic sabotage."
67c8bfe2dcd2f83aa7d0f4ff,Sec. 180,S. 233 - 234,Chapter VII: Offences Against Property,"This section punishes making or selling tools for counterfeiting coins. It applies when someone crafts or trades dies for fake coins, targeting the supply chain of currency fraud and ensuring penalties for enabling economic crimes."
67c8bfe2dcd2f83aa7d0f500,Sec. 181,S. 235,Chapter VII: Offences Against Property,"This section punishes possessing tools or materials for counterfeiting coins. It applies when someone holds equipment to make fake money, like molds, ensuring liability for preparatory acts that threaten financial systems, even without production."
67c8bfe2dcd2f83aa7d0f501,Sec. 182,S. 489A - 489E,Chapter VII: Offences Against Property,"This section consolidates punishment for counterfeiting currency notes or banknotes. It applies when someone forges bills, like printing fake rupees, ensuring severe penalties for undermining trust in paper money and national economic stability."
67c8bfe2dcd2f83aa7d0f502,Sec. 183,S. 236 (repealed),Chapter VII: Offences Against Property,"This section, now repealed, once punished abetting counterfeiting outside India. It applied when someone abroad aided fake coin production for India; its repeal shifts focus to modern provisions, reflecting outdated jurisdictional concerns."
67c8bfe2dcd2f83aa7d0f503,Sec. 184,S. 237 - 238 (repealed),Chapter VII: Offences Against Property,"This section, repealed, previously punished importing or exporting counterfeit coins. It applied to cross-border fake money trafficking; its removal aligns with updated laws, with current focus on domestic counterfeiting under other sections."
67c8bfe2dcd2f83aa7d0f504,Sec. 185,S. 239 - 240,Chapter VII: Offences Against Property,"This section punishes delivering known counterfeit coins as genuine. It applies when someone passes fake coins in trade, like at a shop, ensuring penalties for circulating fraudulent currency and harming economic transactions."
67c8bfe2dcd2f83aa7d0f505,Sec. 186,S. 241,Chapter VII: Offences Against Property,"This section punishes delivering coins as genuine when initially unaware they were counterfeit. It applies when someone unknowingly gets fake coins and later passes them, holding them liable only if intent develops, protecting innocent errors."
67c8bfe2dcd2f83aa7d0f506,Sec. 187,S. 242 - 243,Chapter VII: Offences Against Property,"This section punishes possessing counterfeit coins with knowledge of their falsity. It applies when someone holds fake coins to use, like a stash for spending, ensuring liability for intent to deceive and disrupt economic trust."
67c8bfe2dcd2f83aa7d0f507,Sec. 188,S. 263A,Chapter VII: Offences Against Property,"This section prohibits making or using fictitious stamps. It applies when someone creates fake postage for fraud, like evading fees, ensuring penalties for undermining postal systems and government revenue through deceptive stamp practices."
67c8bfe2dcd2f83aa7d0f508,Sec. 189,S. 141,Chapter VI: Offences Against Public Tranquility,"This section defines an unlawful assembly as five or more people with a common illegal intent. It applies when a group gathers to riot, forming the basis for prosecuting collective actions threatening public order or safety."
67c8bfe2dcd2f83aa7d0f509,Sec. 190,S. 142 - 143,Chapter VI: Offences Against Public Tranquility,"This section punishes being a member of an unlawful assembly. It applies when someone joins a rioting crowd, like a protest turning violent, holding each participant liable for supporting the group’s illegal objective, even if passive."
67c8bfe2dcd2f83aa7d0f50a,Sec. 191,S. 144 - 148,Chapter VI: Offences Against Public Tranquility,"This section increases punishment for rioting, especially if armed. It applies when a mob attacks with weapons, like during a clash, ensuring harsher penalties for violent group actions that disrupt peace and endanger lives."
67c8bfe2dcd2f83aa7d0f50b,Sec. 192,S. 149,Chapter VI: Offences Against Public Tranquility,"This section holds every unlawful assembly member guilty of offences committed for their common goal. It applies when a riot kills someone, making all participants liable, ensuring accountability for collective criminal outcomes."
67c8bfe2dcd2f83aa7d0f50c,Sec. 193,S. 150 - 151,Chapter VI: Offences Against Public Tranquility,"This section punishes hiring or aiding people to join an unlawful assembly. It applies when someone pays thugs to riot, like in a land dispute, targeting organizers and ensuring penalties for orchestrating group violence."
67c8bfe2dcd2f83aa7d0f50d,Sec. 194,S. 159 - 160,Chapter VI: Offences Against Public Tranquility,"This section punishes affray, a public fight disturbing peace. It applies when two people brawl on a street, causing panic, ensuring minor penalties for small-scale public disturbances that don’t escalate to riots or assemblies."
67c8bfe2dcd2f83aa7d0f50e,Sec. 195,S. 152,Chapter VI: Offences Against Public Tranquility,"This section enhances punishment for assaulting a public servant suppressing a riot. It applies when someone attacks a cop during a mob dispersal, protecting officials and ensuring severe penalties for obstructing law enforcement."
67c8bfe2dcd2f83aa7d0f50f,Sec. 196,S. 153,Chapter VI: Offences Against Public Tranquility,"This section punishes provocation intended to cause a riot. It applies when someone taunts a crowd to violence, like inflammatory speeches, ensuring liability for inciting public unrest without directly participating in the chaos."
67c8bfe2dcd2f83aa7d0f510,Sec. 197,S. 153A - 153B,Chapter VI: Offences Against Public Tranquility,"This section, with a new false information clause, punishes promoting enmity between groups. It applies when someone spreads hate speech or fake news, like religious rumors, targeting acts that fracture social harmony and peace."
67c8bfe2dcd2f83aa7d0f511,Sec. 198,S. 161,Chapter VIII: Offences by Public Servants,"This section punishes a public servant taking illegal gratification. It applies when an official accepts a bribe for a favor, like a permit, ensuring accountability for corruption that undermines public trust and government integrity."
67c8c06cdcd2f83aa7d0f512,Sec. 200,S. 162 - 163,Chapter VIII: Offences by Public Servants,"This section punishes taking gratification to influence a public servant. It applies when someone bribes an intermediary to sway an official, like for a contract, targeting indirect corruption and ensuring penalties for such manipulation."
67c8c06cdcd2f83aa7d0f513,Sec. 201,S. 164,Chapter VIII: Offences by Public Servants,"This section punishes a public servant abetting offences under Sec. 198 or 199. It applies when an official helps another take a bribe, like facilitating a payoff, holding them liable for enabling corruption within public service."
67c8c06cdcd2f83aa7d0f514,Sec. 202,S. 165,Chapter VIII: Offences by Public Servants,"This section punishes a public servant accepting valuable items without payment. It applies when an official takes gifts for favors, like a car, ensuring penalties for non-monetary corruption that compromises their impartiality and duty."
67c8c06cdcd2f83aa7d0f515,Sec. 203,S. 166,Chapter VIII: Offences by Public Servants,"This section punishes a public servant unlawfully trading, with community service options. It applies when an official runs a business illegally, like a cop owning a shop, ensuring accountability for abusing position with lighter penalties."
67c8c06cdcd2f83aa7d0f516,Sec. 204,S. 167,Chapter VIII: Offences by Public Servants,"This section punishes a public servant framing false documents to harm someone. It applies when an official fakes records to frame a rival, ensuring penalties for malicious misuse of authority that causes injustice or injury."
67c8c06cdcd2f83aa7d0f517,Sec. 205,S. 168,Chapter VIII: Offences by Public Servants,"This section imposes a mandatory minimum for personating a public servant. It applies when someone poses as a cop to extort, ensuring strict punishment for impersonation that exploits public trust and authority for personal gain."
67c8c06cdcd2f83aa7d0f518,Sec. 206,S. 171,Chapter VIII: Offences by Public Servants,"This section punishes wearing a public servant’s garb fraudulently. It applies when someone dons a uniform to deceive, like for a scam, ensuring penalties for misusing official symbols to trick people or gain undue advantage."
67c8c06cdcd2f83aa7d0f519,Sec. 207,S. 172,Chapter IX: Offences Relating to Legal Process,"This section punishes absconding to avoid summons or legal proceedings. It applies when someone flees to dodge a court notice, like a tax summons, ensuring accountability for evading justice and obstructing legal processes."
67c8c06cdcd2f83aa7d0f51a,Sec. 208,S. 173,Chapter IX: Offences Relating to Legal Process,"This section punishes preventing summons service or publication. It applies when someone tears down a legal notice, like a warrant poster, ensuring penalties for actively thwarting the delivery or awareness of judicial orders."
67c8c06cdcd2f83aa7d0f51b,Sec. 209,S. 174,Chapter IX: Offences Relating to Legal Process,"This section punishes failing to attend as ordered by a public servant. It applies when someone skips a court date mandated by a cop, ensuring compliance with lawful directives and penalties for disregarding authority."
67c8c06cdcd2f83aa7d0f51c,Sec. 210,S. 174A,Chapter IX: Offences Relating to Legal Process,"This section punishes non-appearance after a proclamation, with community service options. It applies when someone ignores a public wanted notice, ensuring accountability for evading capture with alternative penalties for minor defiance."
67c8c06cdcd2f83aa7d0f51d,Sec. 211,S. 175,Chapter IX: Offences Relating to Legal Process,"This section punishes omitting to produce documents or electronic records to a public servant. It applies when someone hides evidence from a cop, like a tax file, ensuring penalties for obstructing investigations or duties."
67c8c06cdcd2f83aa7d0f51e,Sec. 212,S. 176,Chapter IX: Offences Relating to Legal Process,"This section punishes failing to report information to a public servant when required. It applies when someone doesn’t alert police to a crime they witnessed, ensuring liability for withholding critical data needed for public safety."
67c8c06cdcd2f83aa7d0f51f,Sec. 213,S. 177,Chapter IX: Offences Relating to Legal Process,"This section punishes furnishing false information to a public servant. It applies when someone lies to a cop about a crime’s details, ensuring penalties for misleading authorities and hindering their ability to enforce the law."
67c8c06cdcd2f83aa7d0f520,Sec. 214,S. 178,Chapter IX: Offences Relating to Legal Process,"This section punishes refusing to take an oath when required by a public servant. It applies when someone declines to swear in court, ensuring compliance with legal processes and penalties for obstructing judicial proceedings."
67c8c06cdcd2f83aa7d0f521,Sec. 215,S. 179,Chapter IX: Offences Relating to Legal Process,"This section punishes refusing to answer a public servant’s authorized questions. It applies when someone stays silent during a police inquiry, ensuring accountability for impeding investigations by withholding responses to lawful queries."
67c8c06cdcd2f83aa7d0f522,Sec. 216,S. 180,Chapter IX: Offences Relating to Legal Process,"This section punishes refusing to sign a statement when required by a public servant. It applies when someone won’t confirm their testimony to police, ensuring penalties for obstructing record accuracy and legal proceedings."
67c8c06cdcd2f83aa7d0f523,Sec. 217,S. 181,Chapter IX: Offences Relating to Legal Process,"This section punishes making a false statement under oath to a public servant. It applies when someone lies in court under oath, like about an alibi, ensuring severe penalties for perjury that undermines judicial truth-seeking."
67c8c06cdcd2f83aa7d0f524,Sec. 218,S. 182,Chapter IX: Offences Relating to Legal Process,"This section increases punishment for giving false info to misuse a public servant’s power. It applies when someone falsely reports a theft to harass another, ensuring harsher penalties for maliciously triggering legal action."
67c8c06cdcd2f83aa7d0f525,Sec. 219,S. 183,Chapter IX: Offences Relating to Legal Process,"This section punishes resisting a public servant seizing property legally. It applies when someone fights a cop repossessing goods, ensuring penalties for obstructing lawful enforcement and protecting officials executing their duties."
67c8c06cdcd2f83aa7d0f526,Sec. 220,S. 184,Chapter IX: Offences Relating to Legal Process,"This section punishes obstructing a public servant’s property sale. It applies when someone disrupts an auction ordered by a court, like a tax sale, ensuring accountability for hindering legal processes and revenue collection."
67c8c06cdcd2f83aa7d0f527,Sec. 221,S. 185,Chapter IX: Offences Relating to Legal Process,"This section punishes illegally buying or bidding on property sold by a public servant. It applies when someone rigs a court-ordered sale, like a friend buying cheap, ensuring penalties for undermining fair disposal of seized assets."
67c8c06cdcd2f83aa7d0f528,Sec. 222,S. 186,Chapter IX: Offences Relating to Legal Process,"This section punishes obstructing a public servant in their duties. It applies when someone blocks a cop from patrolling, ensuring accountability for impeding officials’ lawful functions and maintaining order and safety in public spaces."
67c8c06cdcd2f83aa7d0f529,Sec. 223,S. 187,Chapter IX: Offences Relating to Legal Process,"This section punishes failing to assist a public servant when legally required. It applies when someone refuses to help a cop catch a thief, ensuring penalties for neglecting civic duty and hindering law enforcement efforts."
67c8c06cdcd2f83aa7d0f52a,Sec. 224,S. 188,Chapter IX: Offences Relating to Legal Process,"This section increases punishment for disobeying a public servant’s lawful order. It applies when someone ignores a curfew, like during riots, ensuring harsher penalties for defying directives critical to public safety and order."
